rt,coherence,decision,animal
932.0,0.0,0.0,0.0
795.0,0.0,1.0,0.0
712.0,64.0,1.0,0.0
501.0,512.0,1.0,0.0
585.0,64.0,0.0,0.0
939.0,256.0,1.0,0.0
878.0,32.0,1.0,0.0
878.0,0.0,0.0,0.0
1404.0,0.0,1.0,0.0
315.0,512.0,1.0,0.0
653.0,128.0,1.0,0.0
363.0,256.0,1.0,0.0
1168.0,32.0,1.0,0.0
320.0,128.0,1.0,0.0
575.0,64.0,1.0,0.0
292.0,512.0,1.0,0.0
606.0,256.0,1.0,0.0
606.0,0.0,1.0,0.0
961.0,64.0,1.0,0.0
626.0,128.0,1.0,0.0
323.0,512.0,1.0,0.0
763.0,128.0,1.0,0.0
783.0,0.0,0.0,0.0
1098.0,64.0,1.0,0.0
841.0,32.0,1.0,0.0
862.0,32.0,1.0,0.0
358.0,512.0,1.0,0.0
439.0,256.0,1.0,0.0
674.0,0.0,0.0,0.0
495.0,256.0,1.0,0.0
1098.0,32.0,0.0,0.0
358.0,512.0,1.0,0.0
286.0,512.0,1.0,0.0
1167.0,0.0,1.0,0.0
876.0,128.0,1.0,0.0
1194.0,64.0,1.0,0.0
914.0,32.0,1.0,0.0
721.0,64.0,1.0,0.0
881.0,128.0,1.0,0.0
463.0,256.0,1.0,0.0
596.0,256.0,1.0,0.0
1295.0,32.0,0.0,0.0
582.0,512.0,1.0,0.0
344.0,512.0,1.0,0.0
1118.0,128.0,0.0,0.0
1269.0,0.0,0.0,0.0
906.0,128.0,1.0,0.0
1118.0,0.0,1.0,0.0
1174.0,64.0,0.0,0.0
710.0,64.0,1.0,0.0
1197.0,32.0,1.0,0.0
440.0,256.0,1.0,0.0
1128.0,0.0,1.0,0.0
334.0,32.0,1.0,0.0
883.0,0.0,1.0,0.0
886.0,128.0,1.0,0.0
797.0,32.0,1.0,0.0
1135.0,64.0,0.0,0.0
279.0,512.0,1.0,0.0
303.0,512.0,1.0,0.0
567.0,256.0,1.0,0.0
968.0,64.0,1.0,0.0
528.0,256.0,1.0,0.0
919.0,128.0,1.0,0.0
491.0,256.0,1.0,0.0
1064.0,128.0,1.0,0.0
933.0,0.0,1.0,0.0
840.0,32.0,0.0,0.0
1464.0,0.0,1.0,0.0
600.0,128.0,1.0,0.0
1461.0,64.0,1.0,0.0
303.0,512.0,1.0,0.0
415.0,256.0,1.0,0.0
1213.0,32.0,0.0,0.0
821.0,64.0,1.0,0.0
334.0,512.0,1.0,0.0
280.0,512.0,1.0,0.0
655.0,128.0,1.0,0.0
287.0,512.0,1.0,0.0
499.0,128.0,1.0,0.0
1226.0,64.0,0.0,0.0
1124.0,0.0,1.0,0.0
650.0,64.0,1.0,0.0
1134.0,32.0,1.0,0.0
536.0,256.0,1.0,0.0
750.0,0.0,0.0,0.0
961.0,32.0,1.0,0.0
709.0,256.0,1.0,0.0
890.0,32.0,0.0,0.0
718.0,0.0,1.0,0.0
542.0,256.0,1.0,0.0
785.0,64.0,1.0,0.0
445.0,512.0,1.0,0.0
512.0,128.0,1.0,0.0
620.0,256.0,1.0,0.0
1148.0,0.0,1.0,0.0
335.0,512.0,1.0,0.0
1087.0,32.0,0.0,0.0
660.0,128.0,1.0,0.0
938.0,64.0,1.0,0.0
1175.0,32.0,1.0,0.0
898.0,64.0,1.0,0.0
428.0,256.0,1.0,0.0
630.0,256.0,1.0,0.0
1081.0,0.0,0.0,0.0
867.0,128.0,1.0,0.0
1170.0,64.0,0.0,0.0
933.0,128.0,1.0,0.0
1002.0,32.0,1.0,0.0
742.0,0.0,0.0,0.0
469.0,512.0,1.0,0.0
337.0,512.0,1.0,0.0
236.0,512.0,1.0,0.0
517.0,256.0,1.0,0.0
881.0,0.0,1.0,0.0
618.0,64.0,1.0,0.0
366.0,512.0,1.0,0.0
886.0,128.0,1.0,0.0
1207.0,64.0,0.0,0.0
640.0,256.0,1.0,0.0
1082.0,32.0,1.0,0.0
1427.0,32.0,0.0,0.0
1318.0,128.0,0.0,0.0
1330.0,0.0,1.0,0.0
528.0,256.0,1.0,0.0
344.0,512.0,1.0,0.0
328.0,128.0,1.0,0.0
817.0,0.0,1.0,0.0
336.0,512.0,1.0,0.0
517.0,128.0,1.0,0.0
1110.0,0.0,1.0,0.0
753.0,256.0,1.0,0.0
1330.0,64.0,1.0,0.0
1240.0,32.0,0.0,0.0
904.0,64.0,1.0,0.0
190.0,32.0,0.0,0.0
501.0,256.0,1.0,0.0
478.0,512.0,1.0,0.0
913.0,0.0,0.0,0.0
1106.0,32.0,1.0,0.0
837.0,0.0,0.0,0.0
484.0,256.0,1.0,0.0
411.0,512.0,1.0,0.0
939.0,128.0,1.0,0.0
855.0,64.0,0.0,0.0
976.0,32.0,0.0,0.0
1426.0,64.0,1.0,0.0
794.0,128.0,1.0,0.0
383.0,256.0,1.0,0.0
1238.0,32.0,1.0,0.0
299.0,256.0,1.0,0.0
488.0,512.0,1.0,0.0
815.0,64.0,1.0,0.0
846.0,64.0,1.0,0.0
699.0,32.0,1.0,0.0
346.0,512.0,1.0,0.0
997.0,0.0,1.0,0.0
716.0,128.0,1.0,0.0
466.0,128.0,1.0,0.0
778.0,0.0,1.0,0.0
1327.0,64.0,0.0,0.0
652.0,128.0,1.0,0.0
1198.0,0.0,1.0,0.0
461.0,128.0,1.0,0.0
852.0,0.0,0.0,0.0
424.0,512.0,1.0,0.0
745.0,64.0,1.0,0.0
299.0,512.0,1.0,0.0
372.0,32.0,1.0,0.0
766.0,256.0,1.0,0.0
400.0,256.0,1.0,0.0
1048.0,32.0,1.0,0.0
1456.0,0.0,0.0,0.0
1219.0,64.0,1.0,0.0
1236.0,0.0,1.0,0.0
716.0,128.0,1.0,0.0
1208.0,64.0,0.0,0.0
1019.0,32.0,1.0,0.0
339.0,512.0,1.0,0.0
793.0,256.0,1.0,0.0
551.0,256.0,1.0,0.0
983.0,32.0,0.0,0.0
322.0,512.0,1.0,0.0
897.0,128.0,1.0,0.0
582.0,512.0,1.0,0.0
652.0,256.0,1.0,0.0
636.0,256.0,1.0,0.0
304.0,512.0,1.0,0.0
860.0,64.0,0.0,0.0
1128.0,0.0,1.0,0.0
1459.0,0.0,0.0,0.0
891.0,128.0,1.0,0.0
656.0,64.0,1.0,0.0
1174.0,32.0,0.0,0.0
487.0,128.0,1.0,0.0
1085.0,32.0,1.0,0.0
830.0,32.0,1.0,0.0
481.0,512.0,1.0,0.0
969.0,64.0,1.0,0.0
712.0,128.0,1.0,0.0
670.0,0.0,0.0,0.0
1032.0,32.0,0.0,0.0
704.0,256.0,1.0,0.0
824.0,128.0,1.0,0.0
285.0,256.0,1.0,0.0
259.0,512.0,1.0,0.0
1056.0,0.0,0.0,0.0
825.0,64.0,1.0,0.0
362.0,512.0,1.0,0.0
581.0,128.0,1.0,0.0
905.0,128.0,1.0,0.0
642.0,64.0,1.0,0.0
624.0,256.0,1.0,0.0
488.0,256.0,1.0,0.0
649.0,0.0,1.0,0.0
473.0,512.0,1.0,0.0
892.0,32.0,1.0,0.0
756.0,64.0,1.0,0.0
1368.0,32.0,1.0,0.0
806.0,0.0,1.0,0.0
299.0,512.0,1.0,0.0
1525.0,64.0,1.0,0.0
1353.0,32.0,0.0,0.0
736.0,128.0,1.0,0.0
777.0,0.0,1.0,0.0
465.0,256.0,1.0,0.0
661.0,32.0,1.0,0.0
775.0,128.0,1.0,0.0
310.0,256.0,1.0,0.0
788.0,64.0,1.0,0.0
771.0,0.0,0.0,0.0
464.0,512.0,1.0,0.0
325.0,512.0,1.0,0.0
995.0,0.0,0.0,0.0
294.0,256.0,1.0,0.0
580.0,128.0,1.0,0.0
869.0,32.0,1.0,0.0
776.0,32.0,0.0,0.0
827.0,64.0,1.0,0.0
579.0,128.0,1.0,0.0
339.0,0.0,1.0,0.0
376.0,512.0,1.0,0.0
878.0,64.0,0.0,0.0
536.0,256.0,1.0,0.0
390.0,256.0,1.0,0.0
947.0,32.0,1.0,0.0
830.0,128.0,1.0,0.0
844.0,64.0,1.0,0.0
551.0,64.0,1.0,0.0
815.0,0.0,0.0,0.0
467.0,32.0,1.0,0.0
302.0,512.0,1.0,0.0
294.0,128.0,1.0,0.0
529.0,256.0,1.0,0.0
1119.0,0.0,0.0,0.0
325.0,512.0,1.0,0.0
300.0,512.0,1.0,0.0
550.0,128.0,1.0,0.0
335.0,256.0,1.0,0.0
1626.0,32.0,0.0,0.0
603.0,128.0,1.0,0.0
839.0,32.0,1.0,0.0
569.0,512.0,1.0,0.0
725.0,64.0,1.0,0.0
721.0,32.0,1.0,0.0
804.0,128.0,1.0,0.0
349.0,128.0,1.0,0.0
540.0,0.0,0.0,0.0
976.0,32.0,1.0,0.0
286.0,512.0,1.0,0.0
1202.0,64.0,1.0,0.0
503.0,512.0,1.0,0.0
435.0,256.0,1.0,0.0
1131.0,0.0,0.0,0.0
623.0,256.0,1.0,0.0
633.0,64.0,1.0,0.0
440.0,128.0,1.0,0.0
644.0,256.0,1.0,0.0
754.0,32.0,0.0,0.0
570.0,512.0,1.0,0.0
1246.0,64.0,1.0,0.0
1136.0,64.0,1.0,0.0
627.0,32.0,1.0,0.0
581.0,256.0,1.0,0.0
293.0,512.0,1.0,0.0
373.0,128.0,1.0,0.0
685.0,0.0,0.0,0.0
491.0,128.0,1.0,0.0
371.0,512.0,1.0,0.0
851.0,64.0,0.0,0.0
281.0,512.0,1.0,0.0
575.0,64.0,1.0,0.0
546.0,0.0,1.0,0.0
1000.0,0.0,1.0,0.0
554.0,256.0,1.0,0.0
525.0,128.0,1.0,0.0
1013.0,32.0,1.0,0.0
1003.0,32.0,1.0,0.0
578.0,256.0,1.0,0.0
893.0,64.0,1.0,0.0
576.0,256.0,1.0,0.0
953.0,0.0,1.0,0.0
832.0,64.0,0.0,0.0
718.0,128.0,1.0,0.0
298.0,512.0,1.0,0.0
1166.0,32.0,0.0,0.0
1610.0,32.0,1.0,0.0
678.0,128.0,1.0,0.0
528.0,256.0,1.0,0.0
529.0,0.0,0.0,0.0
383.0,512.0,1.0,0.0
658.0,0.0,1.0,0.0
1016.0,64.0,1.0,0.0
458.0,256.0,1.0,0.0
334.0,512.0,1.0,0.0
1186.0,32.0,0.0,0.0
844.0,0.0,0.0,0.0
1162.0,32.0,1.0,0.0
1554.0,64.0,0.0,0.0
566.0,512.0,1.0,0.0
572.0,128.0,1.0,0.0
816.0,128.0,1.0,0.0
536.0,256.0,1.0,0.0
746.0,128.0,1.0,0.0
447.0,512.0,1.0,0.0
944.0,64.0,1.0,0.0
756.0,64.0,1.0,0.0
575.0,32.0,1.0,0.0
856.0,0.0,1.0,0.0
546.0,256.0,1.0,0.0
312.0,512.0,1.0,0.0
504.0,256.0,1.0,0.0
857.0,128.0,1.0,0.0
1095.0,0.0,1.0,0.0
717.0,32.0,1.0,0.0
516.0,256.0,1.0,0.0
824.0,0.0,0.0,0.0
418.0,64.0,0.0,0.0
368.0,512.0,1.0,0.0
1171.0,32.0,0.0,0.0
618.0,128.0,1.0,0.0
1191.0,64.0,1.0,0.0
408.0,256.0,1.0,0.0
432.0,128.0,1.0,0.0
1175.0,32.0,1.0,0.0
388.0,512.0,1.0,0.0
978.0,0.0,1.0,0.0
514.0,256.0,1.0,0.0
1069.0,0.0,1.0,0.0
1091.0,128.0,0.0,0.0
982.0,0.0,0.0,0.0
447.0,512.0,1.0,0.0
882.0,32.0,1.0,0.0
518.0,64.0,1.0,0.0
1257.0,32.0,1.0,0.0
357.0,512.0,1.0,0.0
545.0,256.0,1.0,0.0
592.0,64.0,1.0,0.0
565.0,128.0,1.0,0.0
470.0,0.0,0.0,0.0
514.0,256.0,1.0,0.0
560.0,256.0,1.0,0.0
363.0,256.0,1.0,0.0
674.0,64.0,1.0,0.0
825.0,32.0,1.0,0.0
1257.0,32.0,1.0,0.0
540.0,128.0,1.0,0.0
358.0,512.0,1.0,0.0
771.0,128.0,1.0,0.0
1029.0,64.0,1.0,0.0
419.0,512.0,1.0,0.0
921.0,0.0,0.0,0.0
1239.0,0.0,0.0,0.0
899.0,64.0,1.0,0.0
744.0,128.0,1.0,0.0
1130.0,32.0,0.0,0.0
996.0,128.0,1.0,0.0
585.0,64.0,1.0,0.0
531.0,0.0,1.0,0.0
306.0,512.0,1.0,0.0
337.0,256.0,1.0,0.0
274.0,512.0,1.0,0.0
847.0,32.0,1.0,0.0
741.0,0.0,0.0,0.0
840.0,256.0,1.0,0.0
852.0,64.0,1.0,0.0
608.0,0.0,0.0,0.0
316.0,512.0,1.0,0.0
449.0,0.0,1.0,0.0
553.0,64.0,1.0,0.0
464.0,256.0,1.0,0.0
281.0,512.0,1.0,0.0
1051.0,32.0,0.0,0.0
514.0,256.0,1.0,0.0
744.0,128.0,0.0,0.0
338.0,128.0,1.0,0.0
748.0,32.0,0.0,0.0
337.0,256.0,1.0,0.0
829.0,0.0,1.0,0.0
897.0,32.0,0.0,0.0
910.0,64.0,0.0,0.0
535.0,256.0,1.0,0.0
917.0,0.0,1.0,0.0
300.0,512.0,1.0,0.0
759.0,128.0,1.0,0.0
804.0,32.0,1.0,0.0
439.0,128.0,1.0,0.0
266.0,512.0,1.0,0.0
494.0,64.0,1.0,0.0
667.0,128.0,0.0,0.0
919.0,32.0,0.0,0.0
625.0,0.0,0.0,0.0
538.0,0.0,0.0,0.0
849.0,64.0,0.0,0.0
357.0,256.0,1.0,0.0
424.0,32.0,1.0,0.0
889.0,64.0,1.0,0.0
259.0,512.0,1.0,0.0
263.0,512.0,1.0,0.0
543.0,128.0,1.0,0.0
396.0,256.0,1.0,0.0
285.0,512.0,1.0,0.0
775.0,32.0,1.0,0.0
819.0,128.0,0.0,0.0
374.0,256.0,1.0,0.0
293.0,512.0,1.0,0.0
1000.0,32.0,1.0,0.0
493.0,256.0,1.0,0.0
813.0,0.0,0.0,0.0
992.0,0.0,1.0,0.0
683.0,64.0,1.0,0.0
811.0,128.0,1.0,0.0
524.0,64.0,1.0,0.0
578.0,64.0,0.0,0.0
784.0,256.0,0.0,0.0
607.0,512.0,1.0,0.0
935.0,0.0,1.0,0.0
639.0,128.0,1.0,0.0
1190.0,0.0,1.0,0.0
1011.0,128.0,1.0,0.0
576.0,512.0,1.0,0.0
645.0,256.0,1.0,0.0
1315.0,32.0,0.0,0.0
1382.0,32.0,1.0,0.0
852.0,64.0,1.0,0.0
641.0,128.0,1.0,0.0
416.0,512.0,1.0,0.0
975.0,64.0,1.0,0.0
606.0,512.0,1.0,0.0
1057.0,32.0,1.0,0.0
1163.0,0.0,0.0,0.0
697.0,0.0,0.0,0.0
875.0,256.0,1.0,0.0
1263.0,128.0,0.0,0.0
771.0,256.0,1.0,0.0
1338.0,32.0,0.0,0.0
1027.0,64.0,0.0,0.0
731.0,64.0,1.0,0.0
969.0,0.0,0.0,0.0
887.0,128.0,1.0,0.0
692.0,256.0,1.0,0.0
1043.0,32.0,0.0,0.0
365.0,512.0,1.0,0.0
546.0,512.0,1.0,0.0
1035.0,128.0,0.0,0.0
1069.0,0.0,1.0,0.0
1121.0,256.0,1.0,0.0
784.0,64.0,0.0,0.0
1011.0,32.0,0.0,0.0
1179.0,64.0,0.0,0.0
666.0,64.0,1.0,0.0
687.0,0.0,1.0,0.0
558.0,512.0,1.0,0.0
1050.0,32.0,1.0,0.0
573.0,512.0,1.0,0.0
838.0,256.0,1.0,0.0
574.0,256.0,1.0,0.0
816.0,128.0,1.0,0.0
1001.0,32.0,1.0,0.0
734.0,128.0,1.0,0.0
990.0,0.0,0.0,0.0
367.0,512.0,1.0,0.0
1018.0,64.0,0.0,0.0
1275.0,32.0,1.0,0.0
681.0,128.0,1.0,0.0
815.0,32.0,0.0,0.0
1206.0,64.0,1.0,0.0
596.0,256.0,1.0,0.0
411.0,512.0,1.0,0.0
709.0,256.0,1.0,0.0
735.0,0.0,1.0,0.0
466.0,128.0,1.0,0.0
932.0,0.0,0.0,0.0
1107.0,0.0,0.0,0.0
772.0,0.0,0.0,0.0
938.0,128.0,1.0,0.0
498.0,256.0,1.0,0.0
575.0,512.0,1.0,0.0
813.0,64.0,1.0,0.0
748.0,256.0,1.0,0.0
1361.0,64.0,0.0,0.0
1360.0,32.0,0.0,0.0
1029.0,128.0,1.0,0.0
623.0,512.0,1.0,0.0
743.0,32.0,1.0,0.0
543.0,128.0,1.0,0.0
819.0,256.0,1.0,0.0
439.0,512.0,1.0,0.0
856.0,32.0,1.0,0.0
878.0,128.0,1.0,0.0
998.0,32.0,1.0,0.0
1451.0,0.0,0.0,0.0
973.0,0.0,0.0,0.0
397.0,512.0,1.0,0.0
921.0,64.0,1.0,0.0
765.0,256.0,1.0,0.0
838.0,64.0,1.0,0.0
594.0,256.0,1.0,0.0
1192.0,64.0,0.0,0.0
459.0,512.0,1.0,0.0
1273.0,0.0,0.0,0.0
1161.0,128.0,1.0,0.0
645.0,512.0,1.0,0.0
633.0,64.0,1.0,0.0
570.0,256.0,1.0,0.0
1039.0,32.0,0.0,0.0
1006.0,32.0,0.0,0.0
748.0,128.0,1.0,0.0
1569.0,0.0,0.0,0.0
910.0,64.0,1.0,0.0
851.0,64.0,1.0,0.0
1328.0,0.0,1.0,0.0
308.0,512.0,1.0,0.0
1406.0,32.0,1.0,0.0
693.0,128.0,1.0,0.0
1243.0,0.0,1.0,0.0
552.0,256.0,1.0,0.0
541.0,512.0,1.0,0.0
725.0,256.0,1.0,0.0
1200.0,32.0,0.0,0.0
752.0,128.0,1.0,0.0
1033.0,32.0,0.0,0.0
971.0,32.0,1.0,0.0
1128.0,64.0,0.0,0.0
524.0,128.0,1.0,0.0
1076.0,128.0,1.0,0.0
569.0,512.0,1.0,0.0
1031.0,64.0,1.0,0.0
729.0,0.0,1.0,0.0
1075.0,0.0,0.0,0.0
722.0,256.0,1.0,0.0
613.0,512.0,1.0,0.0
636.0,256.0,1.0,0.0
447.0,128.0,1.0,0.0
447.0,512.0,1.0,0.0
1163.0,0.0,0.0,0.0
672.0,256.0,1.0,0.0
609.0,256.0,1.0,0.0
678.0,64.0,1.0,0.0
1273.0,0.0,0.0,0.0
1051.0,32.0,1.0,0.0
673.0,128.0,1.0,0.0
859.0,32.0,0.0,0.0
576.0,512.0,1.0,0.0
1036.0,64.0,1.0,0.0
547.0,512.0,1.0,0.0
1271.0,0.0,1.0,0.0
602.0,512.0,1.0,0.0
897.0,64.0,1.0,0.0
532.0,256.0,1.0,0.0
1292.0,32.0,0.0,0.0
813.0,128.0,1.0,0.0
971.0,64.0,1.0,0.0
598.0,256.0,1.0,0.0
1219.0,32.0,1.0,0.0
908.0,128.0,1.0,0.0
1075.0,0.0,0.0,0.0
1269.0,32.0,1.0,0.0
656.0,256.0,1.0,0.0
773.0,128.0,1.0,0.0
409.0,512.0,1.0,0.0
1319.0,0.0,0.0,0.0
1161.0,0.0,0.0,0.0
969.0,128.0,1.0,0.0
1130.0,32.0,0.0,0.0
596.0,512.0,1.0,0.0
655.0,64.0,1.0,0.0
797.0,64.0,1.0,0.0
647.0,256.0,1.0,0.0
313.0,512.0,1.0,0.0
719.0,256.0,1.0,0.0
841.0,64.0,0.0,0.0
696.0,256.0,1.0,0.0
952.0,32.0,1.0,0.0
725.0,64.0,1.0,0.0
499.0,512.0,1.0,0.0
862.0,0.0,0.0,0.0
1178.0,128.0,1.0,0.0
827.0,32.0,1.0,0.0
789.0,0.0,0.0,0.0
750.0,128.0,1.0,0.0
1268.0,32.0,0.0,0.0
832.0,64.0,1.0,0.0
537.0,256.0,1.0,0.0
419.0,512.0,1.0,0.0
1040.0,0.0,1.0,0.0
782.0,0.0,1.0,0.0
1150.0,32.0,1.0,0.0
427.0,512.0,1.0,0.0
744.0,128.0,1.0,0.0
784.0,128.0,1.0,0.0
943.0,64.0,1.0,0.0
567.0,256.0,1.0,0.0
630.0,128.0,1.0,0.0
669.0,512.0,1.0,0.0
908.0,64.0,1.0,0.0
529.0,512.0,1.0,0.0
1188.0,0.0,0.0,0.0
1086.0,32.0,0.0,0.0
995.0,0.0,0.0,0.0
770.0,256.0,1.0,0.0
452.0,256.0,1.0,0.0
1068.0,32.0,0.0,0.0
943.0,128.0,0.0,0.0
824.0,64.0,0.0,0.0
724.0,64.0,1.0,0.0
770.0,128.0,1.0,0.0
411.0,256.0,1.0,0.0
499.0,512.0,1.0,0.0
490.0,512.0,1.0,0.0
690.0,0.0,1.0,0.0
1379.0,32.0,0.0,0.0
795.0,32.0,1.0,0.0
761.0,64.0,1.0,0.0
465.0,256.0,1.0,0.0
751.0,128.0,1.0,0.0
1143.0,0.0,0.0,0.0
964.0,0.0,1.0,0.0
524.0,256.0,1.0,0.0
451.0,64.0,1.0,0.0
830.0,128.0,0.0,0.0
1098.0,128.0,1.0,0.0
453.0,512.0,1.0,0.0
1085.0,64.0,1.0,0.0
974.0,32.0,0.0,0.0
730.0,256.0,1.0,0.0
844.0,0.0,0.0,0.0
1075.0,0.0,1.0,0.0
672.0,256.0,1.0,0.0
495.0,512.0,1.0,0.0
922.0,32.0,1.0,0.0
935.0,128.0,1.0,0.0
514.0,256.0,1.0,0.0
462.0,512.0,1.0,0.0
1117.0,64.0,1.0,0.0
812.0,32.0,1.0,0.0
488.0,512.0,1.0,0.0
1260.0,128.0,0.0,0.0
526.0,256.0,1.0,0.0
988.0,0.0,1.0,0.0
901.0,64.0,1.0,0.0
756.0,0.0,0.0,0.0
1172.0,32.0,0.0,0.0
603.0,32.0,1.0,0.0
771.0,128.0,1.0,0.0
628.0,128.0,1.0,0.0
252.0,512.0,1.0,0.0
707.0,64.0,0.0,0.0
507.0,256.0,1.0,0.0
670.0,32.0,1.0,0.0
743.0,64.0,1.0,0.0
1101.0,0.0,0.0,0.0
452.0,512.0,1.0,0.0
657.0,256.0,1.0,0.0
1266.0,0.0,1.0,0.0
595.0,256.0,1.0,0.0
1015.0,64.0,1.0,0.0
750.0,64.0,1.0,0.0
535.0,256.0,1.0,0.0
1234.0,32.0,1.0,0.0
955.0,32.0,1.0,0.0
517.0,512.0,1.0,0.0
347.0,512.0,1.0,0.0
980.0,0.0,0.0,0.0
811.0,128.0,1.0,0.0
341.0,128.0,1.0,0.0
989.0,0.0,1.0,0.0
581.0,256.0,1.0,0.0
530.0,512.0,1.0,0.0
948.0,128.0,1.0,0.0
858.0,64.0,1.0,0.0
660.0,64.0,1.0,0.0
655.0,0.0,0.0,0.0
937.0,0.0,0.0,0.0
807.0,32.0,0.0,0.0
524.0,256.0,1.0,0.0
882.0,32.0,1.0,0.0
466.0,512.0,1.0,0.0
559.0,128.0,1.0,0.0
861.0,128.0,1.0,0.0
517.0,0.0,0.0,0.0
539.0,128.0,1.0,0.0
843.0,0.0,0.0,0.0
784.0,64.0,1.0,0.0
679.0,32.0,1.0,0.0
309.0,512.0,1.0,0.0
790.0,256.0,0.0,0.0
1032.0,64.0,1.0,0.0
604.0,512.0,1.0,0.0
595.0,256.0,1.0,0.0
788.0,32.0,0.0,0.0
1034.0,32.0,0.0,0.0
566.0,256.0,1.0,0.0
792.0,128.0,1.0,0.0
1141.0,64.0,1.0,0.0
1043.0,0.0,0.0,0.0
701.0,64.0,1.0,0.0
1135.0,0.0,1.0,0.0
481.0,512.0,1.0,0.0
448.0,256.0,1.0,0.0
431.0,512.0,1.0,0.0
949.0,128.0,0.0,0.0
918.0,32.0,1.0,0.0
442.0,128.0,1.0,0.0
334.0,512.0,1.0,0.0
764.0,64.0,1.0,0.0
719.0,64.0,1.0,0.0
571.0,256.0,1.0,0.0
550.0,512.0,1.0,0.0
929.0,32.0,1.0,0.0
480.0,256.0,1.0,0.0
954.0,32.0,0.0,0.0
1016.0,0.0,0.0,0.0
1068.0,0.0,1.0,0.0
577.0,128.0,1.0,0.0
623.0,256.0,1.0,0.0
817.0,32.0,0.0,0.0
780.0,128.0,1.0,0.0
456.0,512.0,1.0,0.0
891.0,32.0,0.0,0.0
582.0,256.0,1.0,0.0
717.0,128.0,1.0,0.0
959.0,64.0,1.0,0.0
559.0,512.0,1.0,0.0
1240.0,0.0,0.0,0.0
1080.0,0.0,1.0,0.0
854.0,64.0,1.0,0.0
495.0,512.0,1.0,0.0
1077.0,64.0,1.0,0.0
840.0,0.0,0.0,0.0
348.0,512.0,1.0,0.0
834.0,0.0,1.0,0.0
1194.0,32.0,1.0,0.0
618.0,128.0,1.0,0.0
810.0,32.0,1.0,0.0
859.0,128.0,1.0,0.0
632.0,256.0,1.0,0.0
735.0,64.0,1.0,0.0
315.0,256.0,1.0,0.0
343.0,0.0,0.0,0.0
641.0,256.0,1.0,0.0
778.0,0.0,1.0,0.0
765.0,128.0,1.0,0.0
686.0,128.0,1.0,0.0
578.0,256.0,1.0,0.0
572.0,512.0,1.0,0.0
550.0,64.0,1.0,0.0
591.0,64.0,1.0,0.0
1023.0,32.0,1.0,0.0
896.0,32.0,1.0,0.0
444.0,512.0,1.0,0.0
935.0,0.0,1.0,0.0
359.0,512.0,1.0,0.0
759.0,32.0,1.0,0.0
817.0,128.0,1.0,0.0
1021.0,128.0,1.0,0.0
415.0,256.0,1.0,0.0
787.0,64.0,1.0,0.0
980.0,256.0,1.0,0.0
808.0,32.0,0.0,0.0
895.0,0.0,0.0,0.0
617.0,512.0,1.0,0.0
984.0,64.0,1.0,0.0
778.0,32.0,1.0,0.0
305.0,512.0,1.0,0.0
622.0,256.0,1.0,0.0
574.0,128.0,1.0,0.0
503.0,512.0,1.0,0.0
781.0,64.0,1.0,0.0
546.0,256.0,1.0,0.0
647.0,64.0,1.0,0.0
871.0,128.0,1.0,0.0
748.0,32.0,0.0,0.0
1008.0,0.0,0.0,0.0
1136.0,0.0,0.0,0.0
340.0,512.0,1.0,0.0
556.0,512.0,1.0,0.0
1050.0,64.0,1.0,0.0
743.0,128.0,1.0,0.0
1088.0,0.0,1.0,0.0
617.0,256.0,1.0,0.0
1003.0,128.0,1.0,0.0
522.0,256.0,1.0,0.0
948.0,32.0,1.0,0.0
917.0,0.0,0.0,0.0
1008.0,64.0,1.0,0.0
650.0,32.0,0.0,0.0
1119.0,64.0,1.0,0.0
778.0,64.0,1.0,0.0
563.0,512.0,1.0,0.0
541.0,128.0,1.0,0.0
763.0,256.0,1.0,0.0
1181.0,0.0,1.0,0.0
558.0,128.0,1.0,0.0
628.0,256.0,1.0,0.0
1190.0,0.0,0.0,0.0
871.0,32.0,1.0,0.0
347.0,512.0,1.0,0.0
893.0,32.0,0.0,0.0
457.0,64.0,1.0,0.0
821.0,128.0,1.0,0.0
633.0,32.0,1.0,0.0
658.0,512.0,1.0,0.0
1086.0,32.0,0.0,0.0
685.0,256.0,1.0,0.0
688.0,0.0,1.0,0.0
598.0,128.0,1.0,0.0
775.0,64.0,1.0,0.0
533.0,256.0,1.0,0.0
1013.0,0.0,0.0,0.0
420.0,512.0,1.0,0.0
986.0,0.0,0.0,0.0
736.0,32.0,1.0,0.0
602.0,256.0,1.0,0.0
742.0,128.0,1.0,0.0
371.0,512.0,1.0,0.0
1123.0,0.0,0.0,0.0
882.0,32.0,1.0,0.0
766.0,64.0,1.0,0.0
575.0,64.0,1.0,0.0
662.0,256.0,1.0,0.0
792.0,128.0,1.0,0.0
516.0,512.0,1.0,0.0
514.0,512.0,1.0,0.0
1089.0,32.0,1.0,0.0
935.0,64.0,1.0,0.0
905.0,0.0,1.0,0.0
516.0,512.0,1.0,0.0
890.0,64.0,1.0,0.0
763.0,0.0,1.0,0.0
564.0,256.0,1.0,0.0
850.0,128.0,1.0,0.0
553.0,128.0,1.0,0.0
582.0,256.0,1.0,0.0
802.0,32.0,1.0,0.0
1055.0,32.0,0.0,0.0
796.0,64.0,0.0,0.0
976.0,0.0,0.0,0.0
311.0,512.0,1.0,0.0
612.0,128.0,1.0,0.0
490.0,512.0,1.0,0.0
524.0,128.0,1.0,0.0
