rt,coherence,decision,animal
668.0,32.0,1.0,0.0
338.0,256.0,1.0,0.0
629.0,128.0,1.0,0.0
789.0,128.0,1.0,0.0
971.0,32.0,0.0,0.0
1069.0,64.0,0.0,0.0
359.0,512.0,1.0,0.0
432.0,256.0,1.0,0.0
521.0,32.0,1.0,0.0
249.0,512.0,1.0,0.0
560.0,64.0,1.0,0.0
767.0,0.0,0.0,0.0
978.0,0.0,0.0,0.0
488.0,128.0,1.0,0.0
863.0,32.0,1.0,0.0
564.0,512.0,1.0,0.0
321.0,256.0,1.0,0.0
697.0,128.0,1.0,0.0
690.0,64.0,1.0,0.0
922.0,64.0,1.0,0.0
551.0,512.0,1.0,0.0
943.0,32.0,1.0,0.0
596.0,128.0,0.0,0.0
558.0,64.0,1.0,0.0
779.0,0.0,0.0,0.0
1068.0,0.0,1.0,0.0
281.0,512.0,1.0,0.0
519.0,256.0,1.0,0.0
943.0,128.0,1.0,0.0
444.0,256.0,1.0,0.0
866.0,32.0,0.0,0.0
454.0,64.0,1.0,0.0
972.0,32.0,1.0,0.0
1012.0,64.0,1.0,0.0
704.0,128.0,1.0,0.0
317.0,128.0,1.0,0.0
813.0,32.0,1.0,0.0
294.0,512.0,1.0,0.0
673.0,0.0,0.0,0.0
624.0,512.0,1.0,0.0
586.0,0.0,1.0,0.0
563.0,256.0,1.0,0.0
472.0,256.0,1.0,0.0
833.0,0.0,0.0,0.0
317.0,128.0,1.0,0.0
302.0,512.0,1.0,0.0
722.0,256.0,1.0,0.0
394.0,512.0,1.0,0.0
736.0,32.0,1.0,0.0
881.0,32.0,1.0,0.0
748.0,128.0,1.0,0.0
947.0,0.0,1.0,0.0
462.0,64.0,1.0,0.0
830.0,64.0,1.0,0.0
826.0,256.0,1.0,0.0
511.0,512.0,1.0,0.0
865.0,0.0,0.0,0.0
319.0,512.0,1.0,0.0
839.0,128.0,1.0,0.0
821.0,64.0,1.0,0.0
468.0,64.0,1.0,0.0
995.0,0.0,1.0,0.0
444.0,256.0,1.0,0.0
670.0,256.0,1.0,0.0
448.0,128.0,1.0,0.0
1055.0,32.0,0.0,0.0
734.0,32.0,0.0,0.0
514.0,64.0,1.0,0.0
295.0,512.0,1.0,0.0
443.0,256.0,1.0,0.0
986.0,0.0,0.0,0.0
710.0,256.0,1.0,0.0
952.0,32.0,1.0,0.0
520.0,128.0,1.0,0.0
571.0,512.0,1.0,0.0
750.0,32.0,1.0,0.0
861.0,0.0,0.0,0.0
756.0,128.0,1.0,0.0
667.0,64.0,1.0,0.0
732.0,256.0,1.0,0.0
276.0,512.0,1.0,0.0
631.0,128.0,1.0,0.0
671.0,32.0,1.0,0.0
594.0,0.0,1.0,0.0
478.0,512.0,1.0,0.0
802.0,128.0,1.0,0.0
879.0,64.0,0.0,0.0
790.0,64.0,1.0,0.0
372.0,256.0,1.0,0.0
657.0,0.0,0.0,0.0
831.0,32.0,1.0,0.0
752.0,0.0,0.0,0.0
1138.0,0.0,1.0,0.0
531.0,64.0,1.0,0.0
351.0,512.0,1.0,0.0
266.0,512.0,1.0,0.0
873.0,256.0,1.0,0.0
815.0,32.0,0.0,0.0
997.0,128.0,1.0,0.0
887.0,64.0,1.0,0.0
304.0,256.0,1.0,0.0
685.0,32.0,0.0,0.0
671.0,128.0,1.0,0.0
363.0,256.0,1.0,0.0
941.0,64.0,1.0,0.0
392.0,128.0,1.0,0.0
869.0,32.0,1.0,0.0
848.0,32.0,1.0,0.0
758.0,0.0,1.0,0.0
627.0,64.0,1.0,0.0
654.0,0.0,1.0,0.0
588.0,256.0,1.0,0.0
750.0,128.0,1.0,0.0
527.0,512.0,1.0,0.0
785.0,128.0,1.0,0.0
350.0,256.0,1.0,0.0
758.0,0.0,0.0,0.0
1033.0,32.0,0.0,0.0
391.0,512.0,1.0,0.0
684.0,128.0,1.0,0.0
641.0,256.0,1.0,0.0
937.0,0.0,1.0,0.0
341.0,512.0,1.0,0.0
487.0,64.0,1.0,0.0
458.0,32.0,1.0,0.0
1044.0,64.0,1.0,0.0
418.0,256.0,1.0,0.0
712.0,32.0,0.0,0.0
496.0,256.0,1.0,0.0
298.0,512.0,1.0,0.0
688.0,64.0,1.0,0.0
984.0,32.0,1.0,0.0
873.0,64.0,1.0,0.0
720.0,128.0,1.0,0.0
271.0,512.0,1.0,0.0
602.0,128.0,1.0,0.0
934.0,0.0,0.0,0.0
629.0,0.0,0.0,0.0
435.0,256.0,1.0,0.0
289.0,512.0,1.0,0.0
1031.0,0.0,1.0,0.0
684.0,64.0,1.0,0.0
471.0,256.0,1.0,0.0
626.0,128.0,1.0,0.0
299.0,512.0,1.0,0.0
904.0,32.0,1.0,0.0
734.0,64.0,1.0,0.0
957.0,0.0,1.0,0.0
858.0,32.0,1.0,0.0
598.0,128.0,1.0,0.0
888.0,0.0,0.0,0.0
683.0,64.0,1.0,0.0
652.0,32.0,1.0,0.0
713.0,128.0,1.0,0.0
343.0,256.0,1.0,0.0
340.0,512.0,1.0,0.0
681.0,0.0,0.0,0.0
641.0,512.0,1.0,0.0
904.0,32.0,1.0,0.0
874.0,128.0,1.0,0.0
645.0,64.0,1.0,0.0
697.0,256.0,1.0,0.0
286.0,64.0,1.0,0.0
508.0,0.0,1.0,0.0
489.0,256.0,1.0,0.0
741.0,128.0,1.0,0.0
385.0,512.0,1.0,0.0
558.0,128.0,1.0,0.0
810.0,32.0,0.0,0.0
288.0,512.0,1.0,0.0
820.0,0.0,0.0,0.0
802.0,64.0,0.0,0.0
883.0,32.0,0.0,0.0
618.0,256.0,1.0,0.0
1035.0,64.0,1.0,0.0
373.0,512.0,1.0,0.0
518.0,32.0,1.0,0.0
335.0,256.0,1.0,0.0
291.0,512.0,1.0,0.0
539.0,0.0,1.0,0.0
738.0,64.0,1.0,0.0
667.0,32.0,0.0,0.0
802.0,128.0,1.0,0.0
596.0,256.0,1.0,0.0
347.0,128.0,1.0,0.0
709.0,0.0,0.0,0.0
1095.0,0.0,0.0,0.0
1239.0,32.0,1.0,0.0
580.0,32.0,0.0,0.0
698.0,128.0,1.0,0.0
471.0,256.0,1.0,0.0
710.0,128.0,1.0,0.0
651.0,128.0,1.0,0.0
303.0,512.0,1.0,0.0
290.0,256.0,1.0,0.0
284.0,256.0,1.0,0.0
848.0,0.0,1.0,0.0
707.0,32.0,1.0,0.0
637.0,64.0,1.0,0.0
311.0,512.0,1.0,0.0
602.0,32.0,0.0,0.0
913.0,64.0,1.0,0.0
955.0,0.0,0.0,0.0
618.0,128.0,1.0,0.0
320.0,512.0,1.0,0.0
837.0,0.0,1.0,0.0
494.0,64.0,1.0,0.0
313.0,512.0,1.0,0.0
531.0,128.0,1.0,0.0
343.0,64.0,1.0,0.0
701.0,128.0,1.0,0.0
755.0,32.0,1.0,0.0
1033.0,32.0,0.0,0.0
904.0,0.0,0.0,0.0
671.0,256.0,1.0,0.0
500.0,256.0,1.0,0.0
467.0,256.0,1.0,0.0
290.0,512.0,1.0,0.0
608.0,32.0,1.0,0.0
787.0,32.0,1.0,0.0
427.0,512.0,1.0,0.0
771.0,0.0,1.0,0.0
625.0,128.0,1.0,0.0
742.0,64.0,1.0,0.0
358.0,128.0,1.0,0.0
282.0,256.0,1.0,0.0
1040.0,64.0,0.0,0.0
783.0,0.0,1.0,0.0
362.0,128.0,1.0,0.0
703.0,0.0,0.0,0.0
791.0,128.0,1.0,0.0
286.0,512.0,1.0,0.0
427.0,256.0,1.0,0.0
809.0,32.0,0.0,0.0
1067.0,0.0,1.0,0.0
679.0,256.0,1.0,0.0
352.0,512.0,1.0,0.0
723.0,64.0,1.0,0.0
656.0,32.0,1.0,0.0
999.0,64.0,0.0,0.0
566.0,32.0,1.0,0.0
610.0,128.0,1.0,0.0
605.0,128.0,1.0,0.0
442.0,256.0,1.0,0.0
299.0,512.0,1.0,0.0
527.0,512.0,1.0,0.0
937.0,64.0,0.0,0.0
865.0,32.0,0.0,0.0
990.0,64.0,1.0,0.0
298.0,256.0,1.0,0.0
975.0,0.0,1.0,0.0
794.0,0.0,1.0,0.0
572.0,32.0,1.0,0.0
400.0,256.0,1.0,0.0
305.0,512.0,1.0,0.0
957.0,64.0,1.0,0.0
555.0,512.0,1.0,0.0
542.0,256.0,1.0,0.0
758.0,128.0,1.0,0.0
767.0,0.0,1.0,0.0
982.0,0.0,1.0,0.0
440.0,64.0,1.0,0.0
446.0,128.0,1.0,0.0
798.0,32.0,1.0,0.0
370.0,32.0,0.0,0.0
805.0,128.0,1.0,0.0
943.0,0.0,1.0,0.0
261.0,512.0,1.0,0.0
286.0,0.0,1.0,0.0
882.0,32.0,0.0,0.0
544.0,256.0,1.0,0.0
315.0,64.0,1.0,0.0
891.0,64.0,1.0,0.0
507.0,512.0,1.0,0.0
698.0,256.0,1.0,0.0
845.0,128.0,0.0,0.0
860.0,32.0,0.0,0.0
838.0,128.0,1.0,0.0
261.0,512.0,1.0,0.0
498.0,64.0,1.0,0.0
480.0,256.0,1.0,0.0
241.0,128.0,1.0,0.0
633.0,32.0,1.0,0.0
795.0,0.0,0.0,0.0
1093.0,0.0,1.0,0.0
805.0,256.0,1.0,0.0
586.0,512.0,1.0,0.0
810.0,64.0,1.0,0.0
524.0,256.0,1.0,0.0
561.0,512.0,1.0,0.0
900.0,64.0,1.0,0.0
889.0,32.0,0.0,0.0
430.0,256.0,1.0,0.0
344.0,64.0,0.0,0.0
431.0,512.0,1.0,0.0
736.0,0.0,0.0,0.0
344.0,0.0,0.0,0.0
357.0,32.0,1.0,0.0
1039.0,128.0,0.0,0.0
625.0,128.0,1.0,0.0
590.0,512.0,1.0,0.0
433.0,256.0,1.0,0.0
365.0,512.0,1.0,0.0
998.0,32.0,0.0,0.0
919.0,32.0,1.0,0.0
833.0,64.0,1.0,0.0
683.0,0.0,1.0,0.0
640.0,128.0,1.0,0.0
640.0,0.0,0.0,0.0
678.0,256.0,1.0,0.0
856.0,64.0,1.0,0.0
856.0,128.0,1.0,0.0
656.0,0.0,1.0,0.0
649.0,128.0,1.0,0.0
645.0,256.0,1.0,0.0
971.0,0.0,0.0,0.0
709.0,256.0,1.0,0.0
748.0,128.0,1.0,0.0
477.0,64.0,1.0,0.0
871.0,32.0,1.0,0.0
859.0,64.0,1.0,0.0
910.0,32.0,0.0,0.0
282.0,512.0,1.0,0.0
618.0,512.0,1.0,0.0
773.0,128.0,1.0,0.0
1034.0,0.0,0.0,0.0
433.0,256.0,1.0,0.0
778.0,64.0,0.0,0.0
872.0,64.0,1.0,0.0
472.0,32.0,1.0,0.0
403.0,32.0,0.0,0.0
857.0,0.0,1.0,0.0
342.0,512.0,1.0,0.0
825.0,128.0,1.0,0.0
709.0,256.0,1.0,0.0
485.0,512.0,1.0,0.0
625.0,0.0,0.0,0.0
828.0,0.0,0.0,0.0
1048.0,64.0,1.0,0.0
660.0,256.0,1.0,0.0
327.0,512.0,1.0,0.0
990.0,32.0,0.0,0.0
541.0,128.0,1.0,0.0
478.0,512.0,1.0,0.0
908.0,32.0,0.0,0.0
851.0,64.0,1.0,0.0
733.0,128.0,1.0,0.0
520.0,256.0,1.0,0.0
851.0,32.0,0.0,0.0
871.0,64.0,1.0,0.0
697.0,256.0,1.0,0.0
537.0,512.0,1.0,0.0
1042.0,128.0,0.0,0.0
983.0,0.0,1.0,0.0
569.0,64.0,1.0,0.0
1117.0,0.0,0.0,0.0
379.0,512.0,1.0,0.0
844.0,128.0,1.0,0.0
358.0,256.0,1.0,0.0
955.0,32.0,1.0,0.0
838.0,32.0,0.0,0.0
860.0,64.0,0.0,0.0
932.0,0.0,0.0,0.0
570.0,512.0,1.0,0.0
566.0,256.0,1.0,0.0
261.0,512.0,1.0,0.0
695.0,128.0,1.0,0.0
557.0,128.0,1.0,0.0
340.0,256.0,1.0,0.0
944.0,0.0,1.0,0.0
720.0,32.0,1.0,0.0
907.0,64.0,1.0,0.0
544.0,64.0,1.0,0.0
544.0,0.0,1.0,0.0
278.0,512.0,1.0,0.0
738.0,32.0,0.0,0.0
459.0,256.0,1.0,0.0
683.0,0.0,1.0,0.0
382.0,512.0,1.0,0.0
337.0,256.0,1.0,0.0
706.0,64.0,1.0,0.0
718.0,128.0,1.0,0.0
566.0,128.0,1.0,0.0
278.0,32.0,1.0,0.0
298.0,512.0,1.0,0.0
399.0,128.0,1.0,0.0
607.0,0.0,1.0,0.0
902.0,64.0,1.0,0.0
807.0,0.0,0.0,0.0
660.0,128.0,0.0,0.0
803.0,64.0,1.0,0.0
774.0,32.0,0.0,0.0
388.0,512.0,1.0,0.0
294.0,256.0,1.0,0.0
701.0,32.0,1.0,0.0
627.0,256.0,1.0,0.0
414.0,256.0,1.0,0.0
287.0,512.0,1.0,0.0
687.0,128.0,1.0,0.0
604.0,128.0,1.0,0.0
1073.0,64.0,0.0,0.0
849.0,0.0,0.0,0.0
921.0,64.0,1.0,0.0
362.0,512.0,1.0,0.0
848.0,32.0,1.0,0.0
494.0,256.0,1.0,0.0
839.0,0.0,0.0,0.0
444.0,32.0,1.0,0.0
770.0,64.0,1.0,0.0
453.0,128.0,1.0,0.0
944.0,0.0,0.0,0.0
824.0,128.0,1.0,0.0
755.0,32.0,1.0,0.0
586.0,64.0,1.0,0.0
476.0,512.0,1.0,0.0
245.0,512.0,1.0,0.0
914.0,0.0,1.0,0.0
922.0,32.0,1.0,0.0
559.0,256.0,1.0,0.0
327.0,256.0,1.0,0.0
437.0,512.0,1.0,0.0
572.0,128.0,1.0,0.0
1118.0,32.0,0.0,0.0
773.0,64.0,1.0,0.0
544.0,0.0,1.0,0.0
444.0,256.0,1.0,0.0
272.0,512.0,1.0,0.0
710.0,32.0,0.0,0.0
438.0,128.0,1.0,0.0
664.0,64.0,1.0,0.0
515.0,256.0,1.0,0.0
609.0,128.0,1.0,0.0
802.0,0.0,1.0,0.0
541.0,256.0,1.0,0.0
795.0,64.0,1.0,0.0
315.0,512.0,1.0,0.0
382.0,512.0,1.0,0.0
1025.0,32.0,1.0,0.0
431.0,128.0,1.0,0.0
693.0,64.0,1.0,0.0
970.0,32.0,0.0,0.0
342.0,256.0,1.0,0.0
699.0,0.0,0.0,0.0
784.0,0.0,0.0,0.0
1105.0,64.0,1.0,0.0
1171.0,0.0,0.0,0.0
289.0,512.0,1.0,0.0
624.0,128.0,1.0,0.0
735.0,32.0,1.0,0.0
837.0,64.0,1.0,0.0
592.0,256.0,1.0,0.0
386.0,256.0,1.0,0.0
539.0,128.0,1.0,0.0
293.0,512.0,1.0,0.0
474.0,32.0,1.0,0.0
831.0,0.0,0.0,0.0
732.0,128.0,1.0,0.0
679.0,32.0,1.0,0.0
799.0,32.0,1.0,0.0
865.0,64.0,1.0,0.0
977.0,128.0,1.0,0.0
1032.0,0.0,1.0,0.0
493.0,512.0,1.0,0.0
287.0,512.0,1.0,0.0
674.0,256.0,1.0,0.0
935.0,64.0,1.0,0.0
430.0,256.0,1.0,0.0
1057.0,64.0,1.0,0.0
493.0,512.0,1.0,0.0
513.0,128.0,1.0,0.0
919.0,0.0,0.0,0.0
382.0,256.0,1.0,0.0
485.0,256.0,1.0,0.0
645.0,128.0,1.0,0.0
649.0,32.0,0.0,0.0
563.0,0.0,0.0,0.0
397.0,512.0,1.0,0.0
1071.0,32.0,1.0,0.0
654.0,64.0,1.0,0.0
289.0,512.0,1.0,0.0
624.0,0.0,1.0,0.0
666.0,128.0,1.0,0.0
501.0,256.0,1.0,0.0
725.0,0.0,0.0,0.0
913.0,32.0,1.0,0.0
976.0,64.0,1.0,0.0
890.0,32.0,1.0,0.0
805.0,64.0,0.0,0.0
540.0,128.0,1.0,0.0
427.0,256.0,1.0,0.0
352.0,512.0,1.0,0.0
450.0,64.0,0.0,0.0
775.0,32.0,1.0,0.0
808.0,0.0,1.0,0.0
283.0,512.0,1.0,0.0
959.0,32.0,0.0,0.0
609.0,128.0,1.0,0.0
395.0,512.0,1.0,0.0
296.0,256.0,1.0,0.0
531.0,128.0,1.0,0.0
520.0,64.0,1.0,0.0
765.0,0.0,0.0,0.0
454.0,256.0,1.0,0.0
922.0,0.0,0.0,0.0
566.0,256.0,1.0,0.0
465.0,512.0,1.0,0.0
835.0,256.0,0.0,0.0
999.0,128.0,1.0,0.0
851.0,64.0,1.0,0.0
596.0,64.0,1.0,0.0
259.0,512.0,1.0,0.0
795.0,32.0,1.0,0.0
689.0,128.0,1.0,0.0
733.0,32.0,0.0,0.0
1018.0,0.0,0.0,0.0
879.0,0.0,0.0,0.0
607.0,256.0,1.0,0.0
849.0,64.0,1.0,0.0
820.0,0.0,1.0,0.0
703.0,64.0,1.0,0.0
610.0,32.0,1.0,0.0
659.0,128.0,1.0,0.0
324.0,256.0,1.0,0.0
434.0,512.0,1.0,0.0
922.0,32.0,0.0,0.0
451.0,128.0,1.0,0.0
471.0,512.0,1.0,0.0
884.0,32.0,1.0,0.0
1173.0,0.0,1.0,0.0
280.0,512.0,1.0,0.0
1003.0,32.0,1.0,0.0
570.0,64.0,1.0,0.0
487.0,512.0,1.0,0.0
707.0,0.0,1.0,0.0
707.0,256.0,1.0,0.0
476.0,256.0,1.0,0.0
535.0,128.0,1.0,0.0
836.0,128.0,1.0,0.0
868.0,64.0,1.0,0.0
500.0,32.0,1.0,0.0
902.0,64.0,0.0,0.0
394.0,512.0,1.0,0.0
1098.0,64.0,0.0,0.0
745.0,128.0,1.0,0.0
951.0,0.0,0.0,0.0
574.0,256.0,1.0,0.0
628.0,32.0,0.0,0.0
282.0,512.0,1.0,0.0
472.0,128.0,1.0,0.0
1012.0,0.0,0.0,0.0
351.0,256.0,1.0,0.0
646.0,64.0,1.0,0.0
488.0,128.0,1.0,0.0
801.0,32.0,1.0,0.0
928.0,64.0,1.0,0.0
329.0,512.0,1.0,0.0
483.0,256.0,1.0,0.0
434.0,512.0,1.0,0.0
476.0,128.0,1.0,0.0
859.0,0.0,1.0,0.0
359.0,256.0,1.0,0.0
589.0,32.0,1.0,0.0
586.0,0.0,0.0,0.0
455.0,256.0,1.0,0.0
553.0,32.0,1.0,0.0
732.0,64.0,1.0,0.0
921.0,0.0,0.0,0.0
799.0,32.0,1.0,0.0
939.0,64.0,1.0,0.0
340.0,512.0,1.0,0.0
565.0,256.0,1.0,0.0
369.0,512.0,1.0,0.0
884.0,128.0,1.0,0.0
765.0,128.0,1.0,0.0
343.0,0.0,0.0,0.0
607.0,64.0,1.0,0.0
304.0,512.0,1.0,0.0
567.0,128.0,1.0,0.0
873.0,32.0,1.0,0.0
415.0,256.0,1.0,0.0
589.0,32.0,0.0,0.0
354.0,512.0,1.0,0.0
792.0,128.0,1.0,0.0
801.0,64.0,1.0,0.0
523.0,256.0,1.0,0.0
761.0,0.0,0.0,0.0
862.0,0.0,1.0,0.0
994.0,0.0,0.0,0.0
953.0,32.0,1.0,0.0
455.0,128.0,1.0,0.0
610.0,0.0,0.0,0.0
426.0,512.0,1.0,0.0
358.0,256.0,1.0,0.0
887.0,64.0,1.0,0.0
946.0,64.0,1.0,0.0
338.0,512.0,1.0,0.0
592.0,256.0,1.0,0.0
402.0,128.0,1.0,0.0
855.0,32.0,1.0,0.0
946.0,64.0,1.0,0.0
331.0,512.0,1.0,0.0
568.0,128.0,1.0,0.0
771.0,128.0,1.0,0.0
537.0,256.0,1.0,0.0
953.0,0.0,1.0,0.0
992.0,0.0,1.0,0.0
652.0,32.0,1.0,0.0
755.0,256.0,1.0,0.0
676.0,32.0,1.0,0.0
694.0,64.0,1.0,0.0
452.0,512.0,1.0,0.0
822.0,0.0,0.0,0.0
986.0,0.0,1.0,0.0
691.0,128.0,1.0,0.0
935.0,64.0,0.0,0.0
292.0,512.0,1.0,0.0
604.0,128.0,1.0,0.0
355.0,256.0,1.0,0.0
957.0,64.0,1.0,0.0
798.0,32.0,0.0,0.0
377.0,512.0,1.0,0.0
497.0,256.0,1.0,0.0
624.0,32.0,1.0,0.0
516.0,256.0,1.0,0.0
793.0,32.0,1.0,0.0
1037.0,128.0,1.0,0.0
975.0,64.0,1.0,0.0
272.0,512.0,1.0,0.0
467.0,256.0,1.0,0.0
790.0,128.0,1.0,0.0
703.0,32.0,1.0,0.0
813.0,64.0,0.0,0.0
1066.0,0.0,0.0,0.0
370.0,512.0,1.0,0.0
1100.0,0.0,1.0,0.0
631.0,128.0,1.0,0.0
869.0,64.0,1.0,0.0
607.0,256.0,1.0,0.0
1061.0,32.0,0.0,0.0
449.0,512.0,1.0,0.0
1019.0,32.0,0.0,0.0
281.0,512.0,1.0,0.0
768.0,64.0,1.0,0.0
342.0,256.0,1.0,0.0
898.0,128.0,1.0,0.0
713.0,0.0,1.0,0.0
1021.0,0.0,0.0,0.0
429.0,512.0,1.0,0.0
796.0,32.0,0.0,0.0
603.0,128.0,1.0,0.0
1106.0,32.0,0.0,0.0
1045.0,64.0,1.0,0.0
332.0,512.0,1.0,0.0
479.0,256.0,1.0,0.0
310.0,256.0,1.0,0.0
851.0,64.0,1.0,0.0
417.0,128.0,1.0,0.0
768.0,0.0,1.0,0.0
716.0,0.0,0.0,0.0
913.0,0.0,1.0,0.0
288.0,512.0,1.0,0.0
845.0,32.0,1.0,0.0
587.0,64.0,1.0,0.0
829.0,128.0,1.0,0.0
966.0,64.0,1.0,0.0
414.0,512.0,1.0,0.0
430.0,128.0,1.0,0.0
836.0,0.0,1.0,0.0
439.0,256.0,1.0,0.0
647.0,32.0,1.0,0.0
643.0,256.0,1.0,0.0
404.0,256.0,1.0,0.0
907.0,0.0,0.0,0.0
298.0,512.0,1.0,0.0
630.0,64.0,1.0,0.0
577.0,128.0,1.0,0.0
1056.0,32.0,1.0,0.0
405.0,512.0,1.0,0.0
467.0,256.0,1.0,0.0
793.0,32.0,1.0,0.0
812.0,0.0,1.0,0.0
713.0,64.0,1.0,0.0
1115.0,128.0,1.0,0.0
817.0,64.0,0.0,0.0
407.0,512.0,1.0,0.0
768.0,0.0,0.0,0.0
1291.0,0.0,0.0,0.0
1021.0,32.0,1.0,0.0
273.0,512.0,1.0,0.0
815.0,128.0,1.0,0.0
313.0,128.0,1.0,0.0
1048.0,64.0,0.0,0.0
980.0,32.0,1.0,0.0
565.0,256.0,1.0,0.0
479.0,256.0,1.0,0.0
291.0,512.0,1.0,0.0
879.0,128.0,1.0,0.0
689.0,0.0,0.0,0.0
878.0,128.0,1.0,0.0
276.0,512.0,1.0,0.0
1079.0,64.0,1.0,0.0
561.0,256.0,1.0,0.0
1069.0,0.0,1.0,0.0
1026.0,32.0,1.0,0.0
640.0,256.0,1.0,0.0
643.0,32.0,1.0,0.0
642.0,64.0,1.0,0.0
968.0,0.0,0.0,0.0
601.0,256.0,1.0,0.0
276.0,512.0,1.0,0.0
412.0,256.0,1.0,0.0
647.0,128.0,1.0,0.0
717.0,64.0,1.0,0.0
900.0,32.0,1.0,0.0
602.0,128.0,1.0,0.0
1123.0,32.0,1.0,0.0
836.0,0.0,0.0,0.0
329.0,512.0,1.0,0.0
785.0,64.0,1.0,0.0
378.0,128.0,1.0,0.0
573.0,0.0,0.0,0.0
963.0,0.0,0.0,0.0
741.0,256.0,1.0,0.0
948.0,128.0,1.0,0.0
927.0,32.0,0.0,0.0
467.0,512.0,1.0,0.0
998.0,64.0,0.0,0.0
469.0,256.0,1.0,0.0
308.0,512.0,1.0,0.0
988.0,32.0,0.0,0.0
1075.0,64.0,1.0,0.0
414.0,128.0,1.0,0.0
1107.0,0.0,1.0,0.0
789.0,32.0,1.0,0.0
606.0,64.0,1.0,0.0
301.0,512.0,1.0,0.0
574.0,128.0,1.0,0.0
426.0,512.0,1.0,0.0
621.0,256.0,1.0,0.0
913.0,0.0,1.0,0.0
681.0,64.0,0.0,0.0
909.0,256.0,1.0,0.0
1051.0,32.0,1.0,0.0
1046.0,32.0,0.0,0.0
875.0,64.0,1.0,0.0
343.0,256.0,1.0,0.0
868.0,0.0,0.0,0.0
641.0,0.0,1.0,0.0
1085.0,64.0,0.0,0.0
1108.0,32.0,0.0,0.0
986.0,128.0,1.0,0.0
599.0,128.0,1.0,0.0
392.0,512.0,1.0,0.0
284.0,512.0,1.0,0.0
656.0,256.0,1.0,0.0
465.0,128.0,1.0,0.0
441.0,256.0,1.0,0.0
926.0,0.0,0.0,0.0
620.0,256.0,1.0,0.0
358.0,512.0,1.0,0.0
980.0,64.0,1.0,0.0
1008.0,128.0,1.0,0.0
497.0,512.0,1.0,0.0
471.0,32.0,1.0,0.0
481.0,64.0,1.0,0.0
1193.0,32.0,1.0,0.0
1071.0,0.0,1.0,0.0
567.0,128.0,1.0,0.0
371.0,512.0,1.0,0.0
646.0,32.0,1.0,0.0
782.0,0.0,1.0,0.0
650.0,128.0,1.0,0.0
1040.0,64.0,0.0,0.0
924.0,32.0,1.0,0.0
460.0,0.0,1.0,0.0
1041.0,64.0,1.0,0.0
368.0,256.0,1.0,0.0
652.0,256.0,1.0,0.0
393.0,512.0,1.0,0.0
807.0,128.0,1.0,0.0
1031.0,0.0,1.0,0.0
830.0,32.0,1.0,0.0
1301.0,32.0,0.0,0.0
639.0,64.0,1.0,0.0
416.0,0.0,0.0,0.0
339.0,256.0,1.0,0.0
516.0,256.0,1.0,0.0
962.0,64.0,1.0,0.0
403.0,128.0,1.0,0.0
340.0,512.0,1.0,0.0
410.0,512.0,1.0,0.0
714.0,64.0,0.0,0.0
1050.0,128.0,1.0,0.0
937.0,32.0,0.0,0.0
473.0,256.0,1.0,0.0
590.0,32.0,1.0,0.0
629.0,0.0,1.0,0.0
805.0,64.0,1.0,0.0
287.0,512.0,1.0,0.0
367.0,256.0,1.0,0.0
335.0,512.0,1.0,0.0
1177.0,128.0,0.0,0.0
807.0,0.0,0.0,0.0
381.0,512.0,1.0,0.0
1035.0,0.0,0.0,0.0
928.0,32.0,0.0,0.0
660.0,128.0,0.0,0.0
601.0,0.0,1.0,0.0
596.0,64.0,1.0,0.0
566.0,128.0,1.0,0.0
386.0,512.0,1.0,0.0
1009.0,32.0,0.0,0.0
377.0,256.0,1.0,0.0
501.0,64.0,0.0,0.0
581.0,256.0,1.0,0.0
472.0,256.0,1.0,0.0
632.0,64.0,0.0,0.0
534.0,32.0,1.0,0.0
290.0,128.0,1.0,0.0
493.0,64.0,1.0,0.0
473.0,128.0,1.0,0.0
742.0,0.0,0.0,0.0
350.0,256.0,1.0,0.0
298.0,512.0,1.0,0.0
1340.0,32.0,0.0,0.0
358.0,512.0,1.0,0.0
476.0,0.0,1.0,0.0
940.0,32.0,0.0,0.0
861.0,32.0,1.0,0.0
331.0,512.0,1.0,0.0
783.0,128.0,1.0,0.0
297.0,512.0,1.0,0.0
533.0,64.0,0.0,0.0
481.0,32.0,1.0,0.0
688.0,0.0,1.0,0.0
394.0,256.0,1.0,0.0
963.0,32.0,0.0,0.0
782.0,64.0,0.0,0.0
705.0,64.0,1.0,0.0
410.0,512.0,1.0,0.0
629.0,32.0,1.0,0.0
1102.0,0.0,1.0,0.0
1083.0,32.0,1.0,0.0
497.0,256.0,1.0,0.0
1122.0,128.0,1.0,0.0
351.0,256.0,1.0,0.0
392.0,512.0,1.0,0.0
903.0,0.0,1.0,0.0
578.0,128.0,1.0,0.0
900.0,32.0,0.0,0.0
671.0,128.0,1.0,0.0
589.0,256.0,1.0,0.0
358.0,256.0,1.0,0.0
1131.0,0.0,1.0,0.0
783.0,64.0,0.0,0.0
570.0,32.0,0.0,0.0
1027.0,0.0,0.0,0.0
488.0,128.0,1.0,0.0
448.0,512.0,1.0,0.0
897.0,64.0,1.0,0.0
311.0,512.0,1.0,0.0
514.0,128.0,1.0,0.0
1023.0,32.0,1.0,0.0
955.0,128.0,1.0,0.0
940.0,64.0,1.0,0.0
477.0,256.0,1.0,0.0
556.0,256.0,1.0,0.0
626.0,32.0,1.0,0.0
285.0,512.0,1.0,0.0
